所属项目,电压条件文件夹,电压条件,文件名,项目标记,正切换电压(V),负切换电压(V),数据点数
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00110_BL_R02.txt,正常,0.225,-1.485,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00110_BL_R03.txt,正常,1.23,-0.945,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00110_BL_R04.txt,正常,0.885,-1.5,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00110_BL_R05.txt,正常,1.335,-1.5,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00110_BL_R06.txt,正常,1.035,-1.305,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00110_BL_R07.txt,正常,0.105,-0.135,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00110_BL_R08.txt,正常,0.975,-0.48,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00110_BL_R09.txt,正常,1.29,-1.5,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00110_BL_R10.txt,正常,0.06,-0.24,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00110_BL_R11.txt,正常,1.38,-1.455,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00110_BL_R12.txt,正常,0.045,-0.54,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00110_BL_R13.txt,正常,0.435,-1.23,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00110_BL_R14.txt,正常,0.975,-1.35,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00110_BL_R15.txt,正常,0.315,-1.425,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_L00.txt,正常,0.36,-0.405,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_L01.txt,正常,0.705,-1.035,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_L02.txt,正常,0.69,-0.855,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_L03.txt,正常,1.455,-1.035,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_L04.txt,正常,0.525,-0.45,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_L05.txt,正常,0.03,-0.78,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_L06.txt,正常,0.75,-1.2,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_L07.txt,正常,0.72,-1.44,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_L08.txt,正常,1.215,-0.87,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_L09.txt,正常,1.425,-0.54,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_L10.txt,正常,0.075,-1.26,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_L11.txt,正常,1.2,-0.915,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_L12.txt,正常,0.435,-1.455,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_L13.txt,正常,1.02,-0.9,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_L14.txt,正常,0.24,-1.38,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_L15.txt,正常,0.63,-0.93,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_R00.txt,正常,1.185,-1.2,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_R01.txt,正常,1.32,-1.035,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_R02.txt,正常,0.405,-0.795,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_R03.txt,正常,0.96,-1.29,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_R04.txt,正常,0.825,-0.855,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_R05.txt,正常,1.17,-1.275,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_R06.txt,正常,1.335,-1.395,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_R07.txt,正常,0.99,-0.675,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_R08.txt,正常,0.24,-0.93,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_R09.txt,正常,0.39,-0.9,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_R10.txt,正常,0.075,-0.78,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_R11.txt,正常,0.765,-0.39,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_R12.txt,正常,1.425,-0.405,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_R13.txt,正常,0.45,-1.125,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_R14.txt,正常,0.195,-0.21,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_00111_BL_R15.txt,正常,0.975,-0.24,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_L00.txt,正常,0.54,-0.24,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_L01.txt,正常,1.275,-1.35,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_L02.txt,正常,1.5,-0.885,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_L03.txt,正常,0.54,-1.35,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_L04.txt,正常,0.165,-0.345,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_L05.txt,正常,1.275,-1.485,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_L06.txt,正常,1.125,-0.435,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_L07.txt,正常,1.23,-1.245,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_L08.txt,正常,0.675,-0.435,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_L09.txt,正常,1.38,-0.87,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_L10.txt,正常,0.315,-0.225,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_L11.txt,正常,0.375,-1.26,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_L12.txt,正常,0.795,-0.285,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_L13.txt,正常,1.29,-1.275,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_L14.txt,正常,0.525,-1.23,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_L15.txt,正常,0.3,-0.645,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_R00.txt,正常,1.155,-1.245,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_R01.txt,正常,1.215,-0.36,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_R02.txt,正常,0.795,-1.05,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_R03.txt,正常,1.395,-1.35,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_R04.txt,正常,0.69,-1.32,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_R05.txt,正常,0.495,-1.155,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_R06.txt,正常,0.975,-1.02,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_R07.txt,正常,1.095,-0.87,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_R08.txt,正常,1.2,-0.315,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_R09.txt,正常,0.27,-1.215,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_R10.txt,正常,0.495,-1.11,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_R11.txt,正常,1.11,-1.26,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_R12.txt,正常,0.66,-1.47,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_R13.txt,正常,0.705,-0.615,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_R14.txt,正常,0.855,-0.765,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01000_BL_R15.txt,正常,0.255,-1.32,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_L00.txt,正常,0.615,-1.29,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_L01.txt,正常,1.065,-0.195,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_L02.txt,正常,1.125,-0.525,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_L03.txt,正常,1.245,-1.305,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_L04.txt,正常,0.09,-1.29,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_L05.txt,正常,0.33,-0.36,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_L06.txt,正常,0.42,-0.525,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_L07.txt,正常,0.93,-1.5,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_L08.txt,正常,0.42,-0.81,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_L09.txt,正常,1.125,-1.32,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_L10.txt,正常,0.18,-0.045,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_L11.txt,正常,0.675,-0.495,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_L12.txt,正常,0.6,-1.23,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_L13.txt,正常,0.225,-1.275,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_L14.txt,正常,1.47,-1.26,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_L15.txt,正常,0.6,-1.47,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_R00.txt,正常,0.75,-1.17,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_R01.txt,正常,0.66,-0.93,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_R02.txt,正常,0.84,-1.5,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_R03.txt,正常,1.11,-0.6,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_R04.txt,正常,0.765,-1.5,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_R05.txt,正常,0.21,-1.365,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_R06.txt,正常,1.065,-1.26,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_R07.txt,正常,0.12,-1.11,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_R08.txt,正常,1.41,-0.3,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_R09.txt,正常,0.075,-0.03,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_R10.txt,正常,0.855,-1.38,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_R11.txt,正常,1.155,-0.945,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_R12.txt,正常,1.485,-1.5,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_R13.txt,正常,0.21,-1.125,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_R14.txt,正常,0.285,-1.23,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01001_BL_R15.txt,正常,1.275,-0.45,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_L00.txt,正常,0.45,-0.57,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_L01.txt,正常,0.12,-1.365,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_L02.txt,正常,0.525,-1.185,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_L03.txt,正常,0.525,-0.405,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_L04.txt,正常,0.525,-0.675,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_L05.txt,正常,0.51,-0.48,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_L06.txt,正常,1.485,-0.06,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_L07.txt,正常,0.285,-1.425,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_L08.txt,正常,1.23,-0.99,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_L09.txt,正常,1.425,-1.455,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_L10.txt,正常,1.23,-1.395,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_L11.txt,正常,1.455,-0.81,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_L12.txt,正常,1.02,-0.72,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_L13.txt,正常,0.69,-0.195,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_L14.txt,正常,0.06,-0.93,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_L15.txt,正常,1.02,-1.245,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_R00.txt,正常,1.095,-0.765,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_R01.txt,正常,0.975,-1.455,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_R02.txt,正常,0.96,-0.945,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_R03.txt,正常,0.045,-1.425,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_R04.txt,正常,1.29,-1.125,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_R05.txt,正常,0.66,-0.72,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_R06.txt,正常,0.105,-0.3,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_R07.txt,正常,1.305,-1.035,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_R08.txt,正常,0.105,-1.02,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_R09.txt,正常,1.095,-1.41,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_R10.txt,正常,0.495,-0.435,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_R11.txt,正常,1.29,-0.15,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_R12.txt,正常,1.305,-0.21,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_R13.txt,正常,1.335,-0.315,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_R14.txt,正常,0.48,-0.6,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01010_BL_R15.txt,正常,0.24,-1.11,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_L00.txt,正常,0.015,-1.065,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_L01.txt,正常,0.96,-1.335,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_L02.txt,正常,0.54,-1.065,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_L03.txt,正常,0.72,-1.335,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_L04.txt,正常,0.39,-1.065,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_L05.txt,正常,1.5,-1.32,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_L06.txt,正常,0.945,-0.585,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_L07.txt,正常,1.38,-1.5,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_L08.txt,正常,0.075,-1.5,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_L09.txt,正常,0.615,-1.5,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_L10.txt,正常,0.615,-0.54,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_L11.txt,正常,0.075,-0.81,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_L12.txt,正常,0.165,-0.435,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_L13.txt,正常,1.14,-1.5,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_L14.txt,正常,0.885,-0.255,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_L15.txt,正常,0.12,-0.525,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_R00.txt,正常,0.615,-0.345,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_R01.txt,正常,1.305,-0.75,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_R02.txt,正常,1.485,-1.155,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_R03.txt,正常,1.26,-0.525,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_R04.txt,正常,1.245,-1.065,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_R05.txt,正常,0.765,-0.525,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_R06.txt,正常,0.735,-0.75,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_R07.txt,正常,1.02,-1.5,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_R08.txt,正常,0.945,-1.245,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_R09.txt,正常,0.18,-0.87,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_R10.txt,正常,1.47,-1.065,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_R11.txt,正常,1.29,-1.5,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_R12.txt,正常,0.285,-0.495,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_R13.txt,正常,0.705,-0.12,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_R14.txt,正常,0.045,-1.395,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01011_BL_R15.txt,正常,0.09,-1.5,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_L00.txt,正常,0.42,-1.395,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_L01.txt,正常,1.365,-1.41,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_L02.txt,正常,0.855,-1.38,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_L03.txt,正常,0.435,-1.365,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_L04.txt,正常,0.03,-1.38,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_L05.txt,正常,0.03,-1.41,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_L06.txt,正常,0.495,-0.255,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_L07.txt,正常,1.305,-1.29,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_L08.txt,正常,1.11,-1.215,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_L09.txt,正常,0.315,-1.05,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_L10.txt,正常,0.33,-1.035,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_L11.txt,正常,0.285,-1.395,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_L12.txt,正常,1.08,-0.675,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_L13.txt,正常,0.18,-0.63,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_L14.txt,正常,0.075,-1.425,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_L15.txt,正常,0.615,-0.9,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_R00.txt,正常,0.51,-1.065,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_R01.txt,正常,1.11,-1.125,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_R02.txt,正常,1.32,-1.29,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_R03.txt,正常,1.2,-1.26,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_R04.txt,正常,0.555,-0.795,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_R05.txt,正常,0.57,-0.24,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_R06.txt,正常,0.78,-1.05,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_R07.txt,正常,0.39,-1.5,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_R08.txt,正常,1.23,-1.065,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_R09.txt,正常,0.12,-0.06,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_R10.txt,正常,0.66,-0.54,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_R11.txt,正常,0.63,-0.105,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_R12.txt,正常,1.02,-0.855,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_R13.txt,正常,1.5,-0.885,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_R14.txt,正常,1.14,-0.855,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01100_BL_R15.txt,正常,1.305,-0.555,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01101_BL_L00.txt,正常,0.945,-1.365,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01101_BL_L01.txt,正常,0.645,-1.005,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01101_BL_L02.txt,正常,1.095,-1.26,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01101_BL_L03.txt,正常,0.66,-0.12,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01101_BL_L04.txt,正常,0.42,-0.375,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01101_BL_L05.txt,正常,0.135,-0.075,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01101_BL_L06.txt,正常,1.275,-1.47,404
24B-110TC2_20241024,+-1.5v,-1.5v~1.5v,TC2_MA_init_01101_BL_L07.txt,正常,1.155,-0.465,404
